"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-16","unknown","","","","",""
"","14508","CARD-1.4 View Card Transactions","Card Management - Joint account","2026-09-03","passed","2026-09-03","","","",""
"","63323","PA-1.1 Create price alert for BMW (iOS)","Price Alerts (iOS/Android)","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for My Price Plan","","2026-08-19","unknown","","","","",""
"","3617","AFBT-2.1 Open Home screen","Add Funds - Bank Transfer - Wallet Manager","2026-08-25","passed","2026-08-25","","","",""
"","87702","AUTH-1.3 OTP countdown is shown and Resend becomes active (TC204)","Authentication - Security","2026-09-01","passed","2026-09-01","","","",""
"","486141","Add beneficiary (Another person)","Add Beneficiary - Another person","2026-06-09","broken","2026-06-09","","","",""
"","17987","ABC-1.6 Confirm assignee address and submit","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","224103","User can proceed top up balance via card","Add Funds","2026-09-04","passed","2026-09-04","","","",""
"","43082","O-1.2 Set and confirm PIN, complete OTP and continue","Onboarding - account creation","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Business Cards - Freeze/UnFreeze Other User Virtual Card","","2026-07-30","unknown","","","","",""
"","2727","HS-SA-1.4 Validate previous month spend","Home Screen - Spend Analytics","2026-09-04","passed","2026-09-04","","","",""
"","9007","PF-1.3 Open Portfolio from Invest","Portfolio (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","","Home screen elements are visible","Home Screen - Individual","2026-08-17","unknown","","","","",""
"","22684","ABS-1.3 Complete OTP and verify success (iOS)","Add Beneficiary - Another person","2026-09-17","passed","2026-09-17","","","",""
"","78122","AFBT-2.2 Open Add Funds","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card","","2026-07-21","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-06","unknown","","","","",""
"","51923","SEPA-1.1 Open payment screen and fill amount (iOS)","Bank Transfer - SEPA Individual","2026-09-17","passed","2026-09-17","","","",""
"","","freezes and unfreezes an active physical card","Card freeze/unfreeze - Joint account","2026-06-04","unknown","","","","",""
"","255183","creates a new individual account through mobile verification","Onboarding - Android account creation","2026-05-25","passed","2026-05-25","","","",""
"","213","BCAS-1.6 Verify alert message content","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","passed","2026-08-05","","","",""
"","27","SSP-1.4 Tap Next","Add Funds – Salary, Stipend or Pension","2026-09-04","passed","2026-09-04","","","",""
"","18146","ABC-1.12 Return to Cards and verify the reported card was removed","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-16","unknown","","","","",""
"","60177","BCW-1.14 Dismiss dialog","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-08-04","broken","2026-08-04","","","",""
"","5794","ABC-1.6 Continue with selected assignee","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-17","unknown","","","","",""
"","156","AFBT-2.8 Verify wallet balance is displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-17","passed","2026-08-17","","","",""
"","5123","P2P-1.3 Submit and verify success (iOS)","Bank Transfer - P2P Individual","2026-09-17","passed","2026-09-17","","","",""
"","17014","BCT-2.1 Open More → Administration (TC1740/TC1741)","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","1134","BCW-1.9 Verify New Wallet form is displayed","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","375","BCF-1.2 Verify Manage Cards screen is displayed","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","3","BT-SEPA-1.3 Wait for slider and submit SEPA payment (Android)","Bank Transfer - Individual - SEPA","2026-09-05","skipped","2026-09-05","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-09-16","unknown","","","","",""
"","419","TX-1.1 Login and land on Home screen","Transactions","2026-09-04","passed","2026-09-04","","","",""
"","18709","ABC-1.11 Delete created card via report/block","Business Cards - Assign Physical card","2026-07-22","broken","2026-07-22","","","",""
"","6049","AFBT-2.3 Select Bank Transfer option","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","1880","VOP-2.5 Close VOP sheet","VOP - Beneficiary Creation (Android)","2026-08-10","passed","2026-08-10","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","8676","AB-USD-1.1 Open Pay tab","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","2","ATU-1.3 Save Auto Top-Up and return to Add Funds or Home","Auto Top-Up","2026-09-18","skipped","2026-09-18","","","",""
"","2580","VOP-1.3 Close VOP sheet","VOP - SEPA (Android)","2026-08-10","passed","2026-08-10","","","",""
"","7493","BCAS-1.1 Open Cards tab","Business Cards - Admin Self-Assign Card Blocked","2026-08-06","passed","2026-08-06","","","",""
"","15562","BCCL-1.4 Select Self as assignee","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-03","passed","2026-09-03","","","",""
"","29623","HS-SA-1.7 Change Spend Analytics period","Home Screen - Spend Analytics","2026-08-19","passed","2026-08-19","","","",""
"","343","VOP-1.3 VOP result is Unavailable","VOP - SEPA (Android)","2026-08-10","passed","2026-08-10","","","",""
"","72","ABS-1.5 Open Add Beneficiary, select Another person and country (iOS)","Add Beneficiary - Another person","2026-09-05","skipped","2026-09-05","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-06-11","unknown","","","","",""
"","28670","AB-USD-1.10 Enter beneficiary address and continue","Add Beneficiary - Another person (USD) - step by step","2026-08-19","broken","2026-08-19","","","",""
"","18462","FX-1.3 From wallet selector shows available balance","FX Exchange","2026-08-13","passed","2026-08-13","","","",""
"","3633","CB-1.9 (TC2421) Review Payment screen shows SWIFT payment details","Cross-Border Payment - SWIFT (Android)","2026-08-11","passed","2026-08-11","","","",""
"","136506","create and delete price alert (BMW)","Price Alerts (iOS/Android)","2026-07-28","broken","2026-07-28","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-17","unknown","","","","",""
"","","""before all"" hook for Home Screen - Individual","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-24","unknown","","","","",""
"","20","BT-SWIFT-1.7 Close details and verify negative amount on Home (iOS)","Bank Transfer - Individual - SWIFT","2026-09-05","skipped","2026-09-05","","","",""
"","37738","3DS2-1.2 Trigger 3DS2 challenge via backend","3DS2 Authentication","2026-07-02","broken","2026-07-02","","","",""
"","52233","BT-SWIFT-1.1 Prepare the existing Individual transfer context","Bank Transfer - Individual - SWIFT","2026-09-05","passed","2026-09-05","","","",""
"","8425","HS-SA-1.5 Open Spend Analytics details","Home Screen - Spend Analytics","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Business Cards - Relink Card to Existing Wallet","","2026-09-02","unknown","","","","",""
"","97882","AB-USD-1.11 Confirm OTP and verify beneficiary created successfully","Add Beneficiary - Another person (USD) - step by step","2026-08-19","broken","2026-08-19","","","",""
"","","""before all"" hook for Add Beneficiary - Another person","","2026-09-05","unknown","","","","",""
"","21510","ABC-1.6 Select user ""Las Vegas""","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","12051","AB-USD-1.3 Tap Add Beneficiary","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","17232","BCT-2.11 Terminate the virtual card (TC1740)","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Add Beneficiary - Another person (USD) - step by step","","2026-09-04","unknown","","","","",""
"","23353","BCCL-1.4 Select Self as assignee","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-01","broken","2026-09-01","","","",""
"","512","MPP-1.4 Verify Price Plan page loads successfully","My Price Plan","2026-08-19","passed","2026-08-19","","","",""
"","132788","O-1.4 Enter employment details and address","Onboarding - account creation","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-17","unknown","","","","",""
"","14736","ABC-1.10 Report (block) the frozen card","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","7036","BCT-2.12 Verify terminated card appears in Inactive tab (TC1741)","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","22684","ABC-1.14 Verify created card was removed","Business Cards - Assign Physical card","2026-09-03","broken","2026-09-03","","","",""
"","321","TX-2.7 Verify transactions are grouped by date","Transactions","2026-09-01","passed","2026-09-01","","Business identity","",""
"","6712","BCF-1.6 Unfreeze the card (TC1739)","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-03","passed","2026-09-03","","","",""
"","108861","create price alert (BMW)","Price Alerts (iOS/Android)","2026-08-17","broken","2026-08-17","","","",""
"","17389","BCW-1.6 Verify Select Wallet sheet is displayed","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-08-04","broken","2026-08-04","","","",""
"","8062","AF-1.3 Enter amount 11","Add Funds","2026-09-17","passed","2026-09-17","","","",""
"","138264","ABC-1.10 Wait for created card details screen","Business Cards - Assign Physical card","2026-09-02","broken","2026-09-02","","","",""
"","7020","AFBT-2.3 Select Bank Transfer option","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","146307","Create card -> success","Virtual card creation - Individual","2026-03-12","passed","2026-03-12","","","",""
"","68251","opens portfolio page (from Invest)","Portfolio (iOS/Android)","2026-08-25","passed","2026-08-25","","","",""
"","37155","AF-1.4 Continue to 3DS","Add Funds","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Cross-Border Payment - SWIFT (Android)","","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-21","unknown","","","","",""
"","247","VOP-1.1 VOP sheet is displayed after Review Payment","VOP - SEPA (Android)","2026-09-01","passed","2026-09-01","","","",""
"","43612","ATU-1.1 Open Auto Top-Up and select card and wallet","Auto Top-Up","2026-09-16","passed","2026-09-16","","","",""
"","47507","BCAS-1.7 Dismiss alert","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","passed","2026-08-05","","","",""
"","5236","BCNR-1.1 Open Cards tab","Business Cards - No-Rights User Add Card Blocked","2026-09-03","passed","2026-09-03","","","",""
"","52509","AB-USD-1.10 Enter beneficiary address and continue","Add Beneficiary - Another person (USD) - step by step","2026-08-25","broken","2026-08-25","","","",""
"","3","P2P-1.3 Submit and verify success (iOS)","Bank Transfer - P2P Individual","2026-09-16","skipped","2026-09-16","","","",""
"","2913","BCR-3.7 Verify Spend From on Card Details updated to the new wallet","Business Cards - Relink Card to Existing Wallet","2026-09-04","passed","2026-09-04","","","",""
"","30767","BCT-2.9 Open own virtual card once it becomes Active (wait from Pending)","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","8045","BCR-3.6 Select a random wallet that is not the currently assigned one","Business Cards - Relink Card to Existing Wallet","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-05","unknown","","","","",""
"","6047","BCT-2.3 Tap Assign Card button","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-08-22","unknown","","","","",""
"","21311","FX-1.5 [Android] ""Insufficient balance"" error appears when from-wallet has zero funds (GBP)","FX Exchange","2026-08-11","broken","2026-08-11","","","",""
"","3","PO-1.8 Place BMW buy order with initial quantity (Android)","Orders (iOS/Android)","2026-09-05","skipped","2026-09-05","","","",""
"","1303","BCW-1.8 Tap Add New Wallet","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","6013","AFBT-2.1 Open Home screen","Add Funds - Bank Transfer - Wallet Manager","2026-08-17","passed","2026-08-17","","","",""
"","23990","ABC-1.13 Return to cards list","Business Cards - Assign Physical card","2026-09-02","broken","2026-09-02","","","",""
"","","switches between available account types","Home Account Switch","2026-06-04","unknown","","","","",""
"","16803","BCT-2.11 Terminate the virtual card (TC1740)","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","11554","BCCL-2.3 Select Physical Card type","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-05","broken","2026-08-05","","","",""
"","261","CB-1.2 ""Pay from"" wallet shows USD","Cross-Border Payment - SWIFT (Android)","2026-08-11","passed","2026-08-11","","","",""
"","383","AFBT-2.8 Verify wallet balance is displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-25","passed","2026-08-25","","","",""
"","7695","BCF-1.4 Freeze the card (TC1738)","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","42","VOP-2.3 VOP result is Unavailable","VOP - Beneficiary Creation (Android)","2026-08-10","passed","2026-08-10","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","","""before all"" hook for Card freeze/unfreeze - Joint account","","2026-09-16","unknown","","","","",""
"","35161","adds instrument to watchlist (from existing list)","Watchlist (iOS/Android)","2026-08-17","broken","2026-08-17","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card and lifecycle","","2026-06-25","unknown","","","","",""
"","46","SSP-1.3 Select full salary preference","Add Funds – Salary, Stipend or Pension","2026-09-04","passed","2026-09-04","","","",""
"","53852","HM-STORY-1.9 Navigate between stories","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","362","BCAS-1.5 Verify admin self-assign blocked alert appears","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","passed","2026-08-05","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-04-30","unknown","","","","",""
"","261","TX-2.2 Verify Recent Activity section is visible","Transactions","2026-08-20","passed","2026-08-20","","Business identity","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-09-16","unknown","","","","",""
"","55670","adds instrument to watchlist (from existing list)","Watchlist (iOS/Android)","2026-04-30","passed","2026-04-30","","","",""
"","37049","AUTH-1.2 App locks after 3 invalid passcode attempts (TC200)","Authentication - Security","2026-09-04","passed","2026-09-04","","","",""
"","170639","create Auto Top-Up, verify, delete and verify absence","Auto Top-Up","2026-05-22","broken","2026-05-22","","","",""
"","22387","BCAS-1.3 Verify admin self-assign blocked popup appears","Business Cards - Admin Self-Assign Card Blocked","2026-08-25","broken","2026-08-25","","","",""
"","","""before all"" hook for Portfolio (iOS)","","2026-04-28","unknown","","","","",""
"","7416","BCT-2.3 Tap Assign Card button","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","1943","ABC-1.2 Tap Add New Card","Business Cards - Assign Physical card and lifecycle","2026-06-26","passed","2026-06-26","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","240","CB-1.4 Fee row is displayed with default option","Cross-Border Payment - SWIFT (Android)","2026-08-11","passed","2026-08-11","","","",""
"","2622","CARD-1.2 Copy card number via long press on the card","Card Management - Joint account","2026-08-11","passed","2026-08-11","","","",""
"","79164","opens portfolio page (from Invest)","Portfolio (iOS/Android)","2026-06-06","passed","2026-06-06","","","",""
"","99842","ABC-1.5 Select available assignee","Business Cards - Assign Physical card","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-04-28","unknown","","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-06","unknown","","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-08-04","unknown","","","","",""
"","13787","HS-SA-1.2 Spend Analytics section is visible","Home Screen - Spend Analytics","2026-08-19","passed","2026-08-19","","","",""
"","275","PD-1.4 First name field is displayed (TC1536)","Personal Details — read-only verification (TC1535-1546)","2026-09-12","passed","2026-09-12","","","",""
"","5","Android: create Auto Top-Up, verify, delete and verify absence","","2026-03-25","skipped","2026-03-25","","","",""
"","42247","FX-1.7 Complete EUR → USD exchange — transaction appears on home screen","FX Exchange","2026-08-12","broken","2026-08-12","","","",""
"","213129","create Auto Top-Up, verify, delete and verify absence","Auto Top-Up","2026-08-25","passed","2026-08-25","","","",""
"","","""before all"" hook for Business Cards - No-Rights User Add Card Blocked","","2026-08-05","unknown","","","","",""
"","127488","Home search returns Carlos Cat for query ""cat""","Home Search - Individual","2026-07-14","passed","2026-07-14","","","",""
"","685","AFBT-2.6 Verify all available wallets are displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-25","passed","2026-08-25","","","",""
"","15118","ABC-1.10 Freeze the card","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","21817","BCAS-1.4 Select self as assignee","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","broken","2026-08-05","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-04-27","unknown","","","","",""
"","177714","exchanges from EUR to Dollar wallet and verifies Exchanged to USD on home","FX Exchange","2026-08-17","passed","2026-08-17","","","",""
"","321669","creates a new individual account through mobile verification","Onboarding - account creation","2026-08-25","passed","2026-08-25","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-09-17","unknown","","","","",""
"","6324","BCR-3.6 Select a random wallet that is not the currently assigned one","Business Cards - Relink Card to Existing Wallet","2026-07-31","passed","2026-07-31","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-06-04","unknown","","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-09-05","unknown","","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-09-05","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","2450","ABC-1.4 Select Physical Card type","Business Cards - Assign Physical card and lifecycle","2026-06-26","passed","2026-06-26","","","",""
"","15101","BCF-1.1 Open More → Administration (TC1738/TC1739)","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Transactions","","2026-08-19","unknown","","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - SEPA Individual","","2026-09-16","unknown","","","","",""
"","17193","AB-USD-1.6 Select USD wallet / currency","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Business Cards - Card Limit Reached (TC1745/TC1747)","","2026-08-05","unknown","","","","",""
"","6079","AFBT-2.3 Select Bank Transfer option","Add Funds - Bank Transfer - Wallet Manager","2026-08-25","passed","2026-08-25","","","",""
"","5557","AB-USD-1.4 Select beneficiary type","Add Beneficiary - Another person (USD) - step by step","2026-08-25","passed","2026-08-25","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-04-30","unknown","","","","",""
"","40","CARD-1.2 View Card PIN","Card Management - Joint account","2026-07-29","skipped","2026-07-29","","","",""
"","115050","create Auto Top-Up, verify, delete and verify absence","Auto Top-Up","2026-08-13","passed","2026-08-13","","","",""
"","299","TX-2.5 Verify Transactions header is displayed","Transactions","2026-09-01","passed","2026-09-01","","Business identity","",""
"","7603","AB-USD-1.7 Enter beneficiary name","Add Beneficiary - Another person (USD) - step by step","2026-08-19","passed","2026-08-19","","","",""
"","264663","OB-1.1 Create new individual account (iOS)","Onboarding - account creation","2026-09-17","passed","2026-09-17","","","",""
"","33951","FX-1.2 GBP (zero balance): insufficient-balance error shown and exchange button disabled","FX Exchange","2026-09-04","passed","2026-09-04","","","",""
"","17663","BCAS-1.5 Dismiss alert","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","broken","2026-08-05","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","146","AFBT-2.9 Verify wallet identifier is displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-17","passed","2026-08-17","","","",""
"","66659","CPA-1.1 Select Individual account","Price Alerts (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","5836","BCT-2.4 Select Virtual Card type","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-09-16","unknown","","","","",""
"","444","FX-1.1 Exchange screen loads and exchange form is visible","FX Exchange","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Card freeze/unfreeze - Joint account","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - SEPA Individual","","2026-09-16","unknown","","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-06-11","unknown","","","","",""
"","288","TX-2.8 Verify no loading or navigation errors occur","Transactions","2026-09-01","passed","2026-09-01","","Business identity","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-06-15","unknown","","","","",""
"","14518","BCT-2.1 Open More → Administration (TC1740/TC1741)","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-07-01","unknown","","","","",""
"","8077","PC-1.4 Create and confirm physical-card PIN (Android)","Physical card creation and blocking - Individual","2026-09-05","passed","2026-09-05","","","",""
"","85","VOP-2.1 VOP screen is displayed after submitting beneficiary details","VOP - Beneficiary Creation (Android)","2026-08-10","passed","2026-08-10","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-04-28","unknown","","","","",""
"","5566","MPP-1.3 Select Price Plan option","My Price Plan","2026-08-19","passed","2026-08-19","","","",""
"","69","PC-1.7 Open Cards, select Physical and confirm design (iOS)","Physical card creation and blocking - Individual","2026-09-05","skipped","2026-09-05","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-04-20","unknown","","","","",""
"","346","AFBT-2.5 Verify Wallet Manager screen loads successfully","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","20038","AB-USD-1.9 Enter BIC/SWIFT code and continue","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Physical card creation, freezing and deletion - Individual","","2026-09-16","unknown","","","","",""
"","422","BCF-1.7 Verify card is active again — Freeze button visible","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-03","passed","2026-09-03","","","",""
"","1811","MPP-1.7 Verify billing frequency displayed","My Price Plan","2026-07-23","skipped","2026-07-23","","","",""
"","10049","AB-USD-1.3 Tap Add Beneficiary","Add Beneficiary - Another person (USD) - step by step","2026-08-19","passed","2026-08-19","","","",""
"","17613","BCW-1.11 Tap Add to submit","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","broken","2026-09-02","","","",""
"","17369","AB-USD-1.9 Enter BIC/SWIFT code and continue","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","196277","Home screen elements are visible","Home Screen - Individual","2026-08-25","passed","2026-08-25","","","",""
"","164307","Home search returns Carlos Cat for query ""cat""","Home Search - Individual","2026-08-06","passed","2026-08-06","","","",""
"","1000","TX-2.4 Verify navigation to Transactions screen","Transactions","2026-08-20","passed","2026-08-20","","Business identity","",""
"","182659","exchanges from EUR to Dollar wallet and verifies Exchanged to USD on home","FX Exchange","2026-08-17","broken","2026-08-17","","","",""
"","","exchanges from EUR to Dollar wallet and verifies Exchanged to USD on home","FX Exchange","2026-06-09","unknown","","","","",""
"","58346","ABC-1.10 Wait for created card details screen","Business Cards - Assign Physical card","2026-09-03","broken","2026-09-03","","","",""
"","","HS-SA-1.3 Validate current month spend","Home Screen - Spend Analytics","2026-08-19","unknown","","","","",""
"","","""before all"" hook for Business Cards - Card Limit Reached (TC1745/TC1747)","","2026-09-02","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-22","unknown","","","","",""
"","5273","BCT-2.8 Close success sheet and return to Manage Cards","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","54138","HM-STORY-1.5 Verify Storyly widget does not overlap other sections","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-27","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-07-01","unknown","","","","",""
"","","""before all"" hook for Bank Transfer - SWIFT Individual","","2026-09-17","unknown","","","","",""
"","16806","SSP-1.1 Open Add Funds from home","Add Funds – Salary, Stipend or Pension","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-06-05","unknown","","","","",""
"","4302","VOP-1.5 Close VOP sheet","VOP - SEPA (Android)","2026-08-10","passed","2026-08-10","","","",""
"","38257","FX-1.2 [Android] GBP (zero balance): insufficient-balance error shown and exchange button disabled","FX Exchange","2026-08-13","passed","2026-08-13","","","",""
"","24672","P2P-1.4 Verify transaction on Home (iOS)","Bank Transfer - P2P Individual","2026-09-17","passed","2026-09-17","","","",""
"","277","FX-1.2 [Android] Exchange button is disabled when no amount is entered","FX Exchange","2026-08-11","passed","2026-08-11","","","",""
"","10053","FC-1.1 Open Joint Cards and prepare the existing active-state precondition","Card freeze/unfreeze - Joint account","2026-09-05","passed","2026-09-05","","","",""
"","51686","SWIFT-1.1 Open payment screen and fill amount (Android)","Bank Transfer - SWIFT Individual","2026-09-17","passed","2026-09-17","","","",""
"","9829","BCT-2.12 Verify terminated card appears in Inactive tab (TC1741)","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","26","SSP-1.4 Tap Next","Add Funds – Salary, Stipend or Pension","2026-08-19","passed","2026-08-19","","","",""
"","454","BCR-3.5 Verify Select Wallet sheet is displayed","Business Cards - Relink Card to Existing Wallet","2026-09-02","passed","2026-09-02","","","",""
"","13582","ABC-1.9 Verify success modal and close","Business Cards - Assign Physical card","2026-09-04","passed","2026-09-04","","","",""
"","12897","SSP-1.1 Open Add Funds from home","Add Funds – Salary, Stipend or Pension","2026-08-19","passed","2026-08-19","","","",""
"","22376","SA-1.2 Switch from Business to Individual","Home Account Switch","2026-09-05","passed","2026-09-05","","","",""
"","12886","BCAS-1.4 Dismiss popup","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","broken","2026-08-05","","","",""
"","155043","Create card -> success","Physical card creation - Individual","2026-03-13","passed","2026-03-13","","","",""
"","152062","exchanges from EUR to Dollar wallet and verifies Exchanged to USD on home","FX Exchange","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Bank Transfer - P2P Individual","","2026-09-14","unknown","","","","",""
"","45192","PC-1.5 Complete physical-card OTP and close card sheet (Android)","Physical card creation and blocking - Individual","2026-09-05","passed","2026-09-05","","","",""
